H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
113            80             112            117            99             128            141            129            128            78             99             100            119            77             94             112            75             74             91             102            118            111            70             77             87             80             71             74             104            
107            -              118            117            -              157            150            126            117            -              -              -              121            79             101            101            93             102            -              118            118            113            -              77             -              -              68             -              104            
95             -              105            100            -              140            134            139            111            -              -              -              116            -              90             114            89             89             -              95             120            117            -              -              -              -              -              -              -              
89             -              -              119            -              148            111            154            93             -              -              -              120            -              -              113            83             68             -              92             116            115            -              -              -              -              -              -              -              
97             -              -              112            -              147            134            122            104            -              -              -              98             -              -              24             -              76             -              -              127            123            -              -              -              -              -              -              -              
106            -              -              88             -              143            167            -              104            -              -              -              106            -              -              -              -              80             -              -              98             100            -              -              -              -              -              -              -              
90             -              -              139            -              139            132            -              92             -              -              -              102            -              -              -              -              90             -              -              102            126            -              -              -              -              -              -              -              
92             -              -              97             -              146            128            -              108            -              -              -              115            -              -              -              -              57             -              -              110            104            -              -              -              -              -              -              -              
100            -              -              124            -              153            124            -              104            -              -              -              103            -              -              -              -              112            -              -              105            111            -              -              -              -              -              -              -              
90             -              -              123            -              150            117            -              116            -              -              -              100            -              -              -              -              83             -              -              105            110            -              -              -              -              -              -              -              
94             -              -              107            -              143            145            -              116            -              -              -              96             -              -              -              -              103            -              -              97             101            -              -              -              -              -              -              -              
99             -              -              112            -              136            149            -              81             -              -              -              111            -              -              -              -              69             -              -              103            135            -              -              -              -              -              -              -              
83             -              -              -              -              144            121            -              106            -              -              -              -              -              -              -              -              67             -              -              95             106            -              -              -              -              -              -              -              
97             -              -              -              -              150            117            -              89             -              -              -              -              -              -              -              -              80             -              -              111            96             -              -              -              -              -              -              -              
98             -              -              -              -              122            -              -              97             -              -              -              -              -              -              -              -              102            -              -              109            -              -              -              -              -              -              -              -              
96             -              -              -              -              145            -              -              80             -              -              -              -              -              -              -              -              -              -              -              31             -              -              -              -              -              -              -              -              
93             -              -              -              -              140            -              -              91             -              -              -              -              -              -              -              -              -              -              -              96             -              -              -              -              -              -              -              -              
97             -              -              -              -              149            -              -              98             -              -              -              -              -              -              -              -              -              -              -              95             -              -              -              -              -              -              -              -              
92             -              -              -              -              141            -              -              92             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
89             -              -              -              -              107            -              -              106            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
88             -              -              -              -              135            -              -              65             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
86             -              -              -              -              151            -              -              103            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
104            -              -              -              -              144            -              -              107            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
85             -              -              -              -              139            -              -              102            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
92             -              -              -              -              144            -              -              89             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
79             -              -              -              -              146            -              -              73             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
75             -              -              -              -              145            -              -              101            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
102            -              -              -              -              141            -              -              121            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
88             -              -              -              -              138            -              -              93             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
93             -              -              -              -              142            -              -              51             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
92             -              -              -              -              109            -              -              70             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
91             -              -              -              -              144            -              -              106            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
60             -              -              -              -              143            -              -              100            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
75             -              -              -              -              133            -              -              102            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
66             -              -              -              -              143            -              -              88             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
102            -              -              -              -              135            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
74             -              -              -              -              151            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
59             -              -              -              -              150            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
54             -              -              -              -              148            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
91             -              -              -              -              140            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
61             -              -              -              -              139            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
